User_ID,UTC_Time,Account,Operation,Coin,Change,Remark
149547063,1/6/2022 5:27,Spot,Super BNB Mining,MC,0.00098594,
149547063,1/6/2022 8:49,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/7/2022 2:42,Spot,Savings Interest,BTC,0.00000111,
149547063,1/7/2022 3:14,Spot,Super BNB Mining,HIGH,0.00039514,
149547063,1/7/2022 3:25,Spot,Savings Interest,BNB,0.00000102,
149547063,1/7/2022 3:50,Spot,Super BNB Mining,MC,0.00099119,
149547063,1/7/2022 3:51,Spot,Savings Interest,ADA,0.00139465,
149547063,1/7/2022 9:04,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/8/2022 1:20,Spot,Super BNB Mining,HIGH,0.00039568,
149547063,1/8/2022 1:48,Spot,Super BNB Mining,MC,0.00098906,
149547063,1/8/2022 2:08,Spot,Savings Interest,BTC,0.00000111,
149547063,1/8/2022 2:19,Spot,Savings Interest,ADA,0.00139465,
149547063,1/8/2022 2:21,Spot,Savings Interest,BNB,0.00000102,
149547063,1/8/2022 8:39,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/9/2022 1:21,Spot,Super BNB Mining,HIGH,0.00039554,
149547063,1/9/2022 1:49,Spot,Super BNB Mining,MC,0.00099078,
149547063,1/9/2022 2:08,Spot,Savings Interest,BTC,0.00000111,
149547063,1/9/2022 2:19,Spot,Savings Interest,ADA,0.00139465,
149547063,1/9/2022 2:21,Spot,Savings Interest,BNB,0.00000102,
149547063,1/9/2022 9:17,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/10/2022 1:31,Spot,Super BNB Mining,HIGH,0.00039643,
149547063,1/10/2022 1:59,Spot,Super BNB Mining,MC,0.00099369,
149547063,1/10/2022 2:09,Spot,Savings Interest,BTC,0.00000111,
149547063,1/10/2022 2:22,Spot,Savings Interest,BNB,0.00000102,
149547063,1/10/2022 2:27,Spot,Savings Interest,ADA,0.00139465,
149547063,1/10/2022 8:59,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/11/2022 1:32,Spot,Super BNB Mining,HIGH,0.00039642,
149547063,1/11/2022 2:13,Spot,Super BNB Mining,MC,0.00099601,
149547063,1/11/2022 3:14,Spot,Savings Interest,BTC,0.00000111,
149547063,1/11/2022 3:36,Spot,Savings Interest,BNB,0.00000102,
149547063,1/11/2022 3:37,Spot,Savings Interest,ADA,0.00139465,
149547063,1/11/2022 9:09,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/12/2022 1:42,Spot,Super BNB Mining,HIGH,0.00040634,
149547063,1/12/2022 2:10,Spot,Super BNB Mining,MC,0.00097675,
149547063,1/12/2022 3:05,Spot,Savings Interest,BTC,0.00000111,
149547063,1/12/2022 3:28,Spot,Savings Interest,BNB,0.00000102,
149547063,1/12/2022 3:36,Spot,Savings Interest,ADA,0.00139465,
149547063,1/12/2022 9:01,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/13/2022 1:30,Spot,Super BNB Mining,HIGH,0.00040155,
149547063,1/13/2022 2:00,Spot,Super BNB Mining,MC,0.00089241,
149547063,1/13/2022 3:13,Spot,Savings Interest,BTC,0.00000111,
149547063,1/13/2022 3:34,Spot,Savings Interest,BNB,0.00000102,
149547063,1/13/2022 3:34,Spot,Savings Interest,ADA,0.00139465,
149547063,1/13/2022 8:51,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/14/2022 1:30,Spot,Super BNB Mining,HIGH,0.00039809,
149547063,1/14/2022 2:01,Spot,Super BNB Mining,MC,0.00088364,
149547063,1/14/2022 3:15,Spot,Savings Interest,BTC,0.00000111,
149547063,1/14/2022 3:37,Spot,Savings Interest,BNB,0.00000102,
149547063,1/14/2022 3:38,Spot,Savings Interest,ADA,0.00139465,
149547063,1/14/2022 8:57,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/15/2022 1:40,Spot,Super BNB Mining,HIGH,0.00039106,
149547063,1/15/2022 2:10,Spot,Super BNB Mining,MC,0.00088575,
149547063,1/15/2022 4:09,Spot,Savings Interest,BTC,0.00000111,
149547063,1/15/2022 4:20,Spot,Savings Interest,ADA,0.00139465,
149547063,1/15/2022 4:22,Spot,Savings Interest,BNB,0.00000102,
149547063,1/15/2022 8:44,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/16/2022 1:29,Spot,Super BNB Mining,HIGH,0.00039336,
149547063,1/16/2022 1:56,Spot,Super BNB Mining,MC,0.00088173,
149547063,1/16/2022 2:10,Spot,Savings Interest,BTC,0.00000111,
149547063,1/16/2022 2:23,Spot,Savings Interest,ADA,0.00139465,
149547063,1/16/2022 2:24,Spot,Savings Interest,BNB,0.00000102,
149547063,1/16/2022 8:57,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/17/2022 1:30,Spot,Super BNB Mining,HIGH,0.00040168,
149547063,1/17/2022 1:58,Spot,Super BNB Mining,MC,0.00087831,
149547063,1/17/2022 2:09,Spot,Savings Interest,BTC,0.00000111,
149547063,1/17/2022 2:20,Spot,Savings Interest,ADA,0.00139465,
149547063,1/17/2022 2:22,Spot,Savings Interest,BNB,0.00000102,
149547063,1/17/2022 9:04,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/18/2022 1:51,Spot,Super BNB Mining,MC,0.0008305,
149547063,1/18/2022 4:09,Spot,Savings Interest,BTC,0.00000111,
149547063,1/18/2022 4:21,Spot,Savings Interest,ADA,0.00139465,
149547063,1/18/2022 4:23,Spot,Savings Interest,BNB,0.00000102,
149547063,1/18/2022 8:51,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/19/2022 1:29,Spot,Super BNB Mining,MC,0.00080887,
149547063,1/19/2022 2:10,Spot,Savings Interest,BTC,0.00000111,
149547063,1/19/2022 2:22,Spot,Savings Interest,ADA,0.00139465,
149547063,1/19/2022 2:24,Spot,Savings Interest,BNB,0.00000102,
149547063,1/19/2022 9:10,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/20/2022 1:32,Spot,Super BNB Mining,MC,0.00117772,
149547063,1/20/2022 2:02,Spot,Savings Interest,BTC,0.00000146,
149547063,1/20/2022 2:16,Spot,Savings Interest,BNB,0.00000102,
149547063,1/20/2022 2:23,Spot,Savings Interest,ADA,0.00289277,
149547063,1/20/2022 9:25,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/21/2022 1:44,Spot,Super BNB Mining,MC,0.00183132,
149547063,1/21/2022 2:33,Spot,Savings Interest,BTC,0.00000146,
149547063,1/21/2022 2:54,Spot,Savings Interest,ADA,0.00289277,
149547063,1/21/2022 3:09,Spot,Savings Interest,BNB,0.00000102,
149547063,1/21/2022 9:20,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/22/2022 1:21,Spot,Super BNB Mining,MC,0.00154484,
149547063,1/22/2022 2:15,Spot,Savings Interest,ADA,0.00289277,
149547063,1/22/2022 2:22,Spot,Savings Interest,BNB,0.00000102,
149547063,1/22/2022 2:27,Spot,Savings Interest,BTC,0.00000146,
149547063,1/22/2022 9:19,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/23/2022 1:42,Spot,Super BNB Mining,MC,0.00155003,
149547063,1/23/2022 3:28,Spot,Savings Interest,BNB,0.00000102,
149547063,1/23/2022 3:28,Spot,Savings Interest,ADA,0.00289277,
149547063,1/23/2022 3:48,Spot,Savings Interest,BTC,0.00000146,
149547063,1/23/2022 9:21,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/24/2022 1:30,Spot,Super BNB Mining,MC,0.00154295,
149547063,1/24/2022 2:22,Spot,Savings Interest,BNB,0.00000102,
149547063,1/24/2022 2:23,Spot,Savings Interest,BTC,0.00000146,
149547063,1/24/2022 2:27,Spot,Savings Interest,ADA,0.00289277,
149547063,1/24/2022 16:12,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/25/2022 1:44,Spot,Super BNB Mining,MC,0.00154354,
149547063,1/25/2022 3:27,Spot,Savings Interest,ADA,0.00289277,
149547063,1/25/2022 3:40,Spot,Savings Interest,BTC,0.00000146,
149547063,1/25/2022 3:43,Spot,Savings Interest,BNB,0.00000102,
149547063,1/25/2022 9:50,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/26/2022 1:53,Spot,Super BNB Mining,MC,0.00133679,
149547063,1/26/2022 3:28,Spot,Savings Interest,ADA,0.00289277,
149547063,1/26/2022 3:38,Spot,Savings Interest,BNB,0.00000102,
149547063,1/26/2022 3:42,Spot,Savings Interest,BTC,0.00000146,
149547063,1/26/2022 9:36,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/27/2022 1:30,Spot,Super BNB Mining,ANC,0.00079477,
149547063,1/27/2022 2:11,Spot,Savings Interest,BNB,0.00000102,
149547063,1/27/2022 2:12,Spot,Super BNB Mining,MC,0.00107868,
149547063,1/27/2022 2:15,Spot,Savings Interest,ADA,0.00289277,
149547063,1/27/2022 2:18,Spot,Savings Interest,BTC,0.00000146,
149547063,1/27/2022 9:24,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/28/2022 1:41,Spot,Super BNB Mining,ANC,0.00086132,
149547063,1/28/2022 2:12,Spot,Super BNB Mining,MC,0.00103648,
149547063,1/28/2022 3:20,Spot,Savings Interest,BTC,0.00000146,
149547063,1/28/2022 3:27,Spot,Savings Interest,BNB,0.00000102,
149547063,1/28/2022 3:34,Spot,Savings Interest,ADA,0.00289277,
149547063,1/28/2022 9:24,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/29/2022 1:20,Spot,Super BNB Mining,ANC,0.00083216,
149547063,1/29/2022 1:48,Spot,Super BNB Mining,MC,0.00103414,
149547063,1/29/2022 2:17,Spot,Savings Interest,ADA,0.00289277,
149547063,1/29/2022 2:18,Spot,Savings Interest,BTC,0.00000146,
149547063,1/29/2022 2:23,Spot,Savings Interest,BNB,0.00000102,
149547063,1/29/2022 9:12,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/30/2022 1:52,Spot,Super BNB Mining,ANC,0.00084968,
149547063,1/30/2022 2:21,Spot,Super BNB Mining,MC,0.00103389,
149547063,1/30/2022 3:28,Spot,Savings Interest,BNB,0.00000102,
149547063,1/30/2022 3:35,Spot,Savings Interest,ADA,0.00289277,
149547063,1/30/2022 3:36,Spot,Savings Interest,BTC,0.00000146,
149547063,1/30/2022 9:11,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,1/31/2022 1:20,Spot,Super BNB Mining,ANC,0.00083977,
149547063,1/31/2022 1:47,Spot,Super BNB Mining,MC,0.00103065,
149547063,1/31/2022 2:16,Spot,Savings Interest,BTC,0.00000146,
149547063,1/31/2022 2:18,Spot,Savings Interest,ADA,0.00289277,
149547063,1/31/2022 2:23,Spot,Savings Interest,BNB,0.00000102,
149547063,1/31/2022 9:16,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/1/2022 1:41,Spot,Super BNB Mining,ANC,0.0008656,
149547063,2/1/2022 2:09,Spot,Super BNB Mining,MC,0.0006481,
149547063,2/1/2022 3:28,Spot,Savings Interest,ADA,0.00289277,
149547063,2/1/2022 3:28,Spot,Savings Interest,BTC,0.00000146,
149547063,2/1/2022 3:40,Spot,Savings Interest,BNB,0.00000102,
149547063,2/1/2022 9:21,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/2/2022 1:29,Spot,Super BNB Mining,ANC,0.00064088,
149547063,2/2/2022 3:29,Spot,Savings Interest,BTC,0.00000146,
149547063,2/2/2022 3:35,Spot,Savings Interest,ADA,0.00289277,
149547063,2/2/2022 3:41,Spot,Savings Interest,BNB,0.00000102,
149547063,2/2/2022 9:25,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/3/2022 1:41,Spot,Super BNB Mining,ANC,0.00058242,
149547063,2/3/2022 3:40,Spot,Savings Interest,BNB,0.00000102,
149547063,2/3/2022 3:41,Spot,Savings Interest,ADA,0.00289277,
149547063,2/3/2022 3:45,Spot,Savings Interest,BTC,0.00000146,
149547063,2/3/2022 9:32,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/4/2022 1:30,Spot,Super BNB Mining,ANC,0.00056911,
149547063,2/4/2022 2:16,Spot,Savings Interest,BTC,0.00000146,
149547063,2/4/2022 2:17,Spot,Savings Interest,BNB,0.00000102,
149547063,2/4/2022 2:19,Spot,Savings Interest,ADA,0.00289277,
149547063,2/4/2022 9:49,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/5/2022 1:22,Spot,Super BNB Mining,ANC,0.00055697,
149547063,2/5/2022 2:16,Spot,Savings Interest,BTC,0.00000146,
149547063,2/5/2022 2:22,Spot,Savings Interest,ADA,0.00289277,
149547063,2/5/2022 2:24,Spot,Savings Interest,BNB,0.00000102,
149547063,2/5/2022 9:25,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/6/2022 1:32,Spot,Super BNB Mining,ANC,0.00053541,
149547063,2/6/2022 2:20,Spot,Savings Interest,BNB,0.00000102,
149547063,2/6/2022 2:21,Spot,Savings Interest,ADA,0.00289277,
149547063,2/6/2022 2:41,Spot,Savings Interest,BTC,0.00000146,
149547063,2/6/2022 9:33,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/7/2022 1:30,Spot,Super BNB Mining,ANC,0.00053087,
149547063,2/7/2022 3:30,Spot,Savings Interest,BNB,0.00000102,
149547063,2/7/2022 3:37,Spot,Savings Interest,ADA,0.00289277,
149547063,2/7/2022 3:44,Spot,Savings Interest,BTC,0.00000146,
149547063,2/7/2022 9:07,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/8/2022 1:42,Spot,Super BNB Mining,ANC,0.00053132,
149547063,2/8/2022 3:29,Spot,Savings Interest,BNB,0.00000102,
149547063,2/8/2022 3:39,Spot,Savings Interest,BTC,0.00000144,
149547063,2/8/2022 3:54,Spot,Savings Interest,ADA,0.00289277,
149547063,2/8/2022 9:10,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/9/2022 1:30,Spot,Super BNB Mining,ANC,0.00054254,
149547063,2/9/2022 2:21,Spot,Savings Interest,BNB,0.00000102,
149547063,2/9/2022 2:24,Spot,Savings Interest,ADA,0.00289277,
149547063,2/9/2022 2:27,Spot,Savings Interest,BTC,0.00000144,
149547063,2/9/2022 9:07,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/10/2022 1:53,Spot,Super BNB Mining,ANC,0.00054006,
149547063,2/10/2022 2:20,Spot,Savings Interest,BNB,0.00000102,
149547063,2/10/2022 2:26,Spot,Savings Interest,ADA,0.00289277,
149547063,2/10/2022 2:30,Spot,Savings Interest,BTC,0.00000144,
149547063,2/10/2022 8:21,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/11/2022 1:32,Spot,Super BNB Mining,ANC,0.00054013,
149547063,2/11/2022 2:16,Spot,Savings Interest,BTC,0.00000144,
149547063,2/11/2022 2:18,Spot,Savings Interest,ADA,0.00289277,
149547063,2/11/2022 2:26,Spot,Savings Interest,BNB,0.00000102,
149547063,2/11/2022 8:36,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/12/2022 1:53,Spot,Super BNB Mining,ANC,0.00054091,
149547063,2/12/2022 3:12,Spot,Savings Interest,ADA,0.00289277,
149547063,2/12/2022 3:17,Spot,Savings Interest,BTC,0.00000144,
149547063,2/12/2022 3:20,Spot,Savings Interest,BNB,0.00000102,
149547063,2/12/2022 8:37,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/13/2022 1:20,Spot,Super BNB Mining,ANC,0.00054192,
149547063,2/13/2022 2:39,Spot,Savings Interest,ADA,0.00289277,
149547063,2/13/2022 2:41,Spot,Savings Interest,BNB,0.00000102,
149547063,2/13/2022 2:55,Spot,Savings Interest,BTC,0.00000144,
149547063,2/13/2022 8:36,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/14/2022 1:33,Spot,Super BNB Mining,ANC,0.00054517,
149547063,2/14/2022 4:17,Spot,Savings Interest,BTC,0.00000144,
149547063,2/14/2022 4:19,Spot,Savings Interest,BNB,0.00000102,
149547063,2/14/2022 4:20,Spot,Savings Interest,ADA,0.00289277,
149547063,2/14/2022 8:36,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/15/2022 1:55,Spot,Super BNB Mining,ANC,0.00054576,
149547063,2/15/2022 3:41,Spot,Savings Interest,BNB,0.00000102,
149547063,2/15/2022 3:51,Spot,Savings Interest,ADA,0.00289277,
149547063,2/15/2022 3:52,Spot,Savings Interest,BTC,0.00000144,
149547063,2/15/2022 8:36,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/16/2022 1:52,Spot,Super BNB Mining,ANC,0.00054063,
149547063,2/16/2022 3:33,Spot,Savings Interest,ADA,0.00289277,
149547063,2/16/2022 3:44,Spot,Savings Interest,BNB,0.00000102,
149547063,2/16/2022 3:58,Spot,Savings Interest,BTC,0.00000144,
149547063,2/16/2022 12:03,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/17/2022 1:32,Spot,Super BNB Mining,ANC,0.00050346,
149547063,2/17/2022 3:39,Spot,Savings Interest,ADA,0.00289277,
149547063,2/17/2022 3:51,Spot,Savings Interest,BNB,0.00000102,
149547063,2/17/2022 4:06,Spot,Savings Interest,BTC,0.00000144,
149547063,2/17/2022 8:37,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/18/2022 1:31,Spot,Super BNB Mining,ANC,0.00049251,
149547063,2/18/2022 3:33,Spot,Savings Interest,ADA,0.00289277,
149547063,2/18/2022 3:45,Spot,Savings Interest,BNB,0.00000102,
149547063,2/18/2022 3:56,Spot,Savings Interest,BTC,0.00000144,
149547063,2/18/2022 8:36,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/19/2022 1:24,Spot,Super BNB Mining,ANC,0.00048875,
149547063,2/19/2022 2:20,Spot,Savings Interest,ADA,0.00289277,
149547063,2/19/2022 2:28,Spot,Savings Interest,BNB,0.00000102,
149547063,2/19/2022 2:38,Spot,Savings Interest,BTC,0.00000144,
149547063,2/19/2022 8:37,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/20/2022 2:04,Spot,Super BNB Mining,ANC,0.00048675,
149547063,2/20/2022 3:33,Spot,Savings Interest,ADA,0.00289277,
149547063,2/20/2022 3:46,Spot,Savings Interest,BNB,0.00000102,
149547063,2/20/2022 3:57,Spot,Savings Interest,BTC,0.00000144,
149547063,2/20/2022 8:37,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/21/2022 1:32,Spot,Super BNB Mining,ANC,0.00048936,
149547063,2/21/2022 3:34,Spot,Savings Interest,ADA,0.00289277,
149547063,2/21/2022 3:47,Spot,Savings Interest,BNB,0.00000102,
149547063,2/21/2022 3:58,Spot,Savings Interest,BTC,0.00000144,
149547063,2/21/2022 8:50,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/22/2022 1:36,Spot,Super BNB Mining,ANC,0.00064728,
149547063,2/22/2022 2:21,Spot,Savings Interest,ADA,0.00289277,
149547063,2/22/2022 2:30,Spot,Savings Interest,BNB,0.00000102,
149547063,2/22/2022 2:43,Spot,Savings Interest,BTC,0.00000144,
149547063,2/22/2022 8:36,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/23/2022 1:56,Spot,Super BNB Mining,ANC,0.00057282,
149547063,2/23/2022 3:33,Spot,Savings Interest,ADA,0.00289277,
149547063,2/23/2022 3:45,Spot,Savings Interest,BNB,0.00000102,
149547063,2/23/2022 3:57,Spot,Savings Interest,BTC,0.00000144,
149547063,2/23/2022 8:36,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/24/2022 1:32,Spot,Super BNB Mining,ANC,0.00056651,
149547063,2/24/2022 2:21,Spot,Savings Interest,ADA,0.00289277,
149547063,2/24/2022 2:27,Spot,Savings Interest,BNB,0.00000102,
149547063,2/24/2022 2:37,Spot,Savings Interest,BTC,0.00000144,
149547063,2/24/2022 8:37,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/25/2022 1:44,Spot,Super BNB Mining,ANC,0.00037762,
149547063,2/25/2022 3:34,Spot,Savings Interest,ADA,0.00289277,
149547063,2/25/2022 3:46,Spot,Savings Interest,BNB,0.00000102,
149547063,2/25/2022 3:58,Spot,Savings Interest,BTC,0.00000144,
149547063,2/25/2022 8:36,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/26/2022 3:34,Spot,Savings Interest,ADA,0.00289277,
149547063,2/26/2022 3:42,Spot,Savings Interest,BTC,0.00000144,
149547063,2/26/2022 3:44,Spot,Savings Interest,BNB,0.00000102,
149547063,2/26/2022 8:37,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/27/2022 2:23,Spot,Savings Interest,BTC,0.00000144,
149547063,2/27/2022 2:23,Spot,Savings Interest,ADA,0.00289277,
149547063,2/27/2022 2:28,Spot,Savings Interest,BNB,0.00000102,
149547063,2/27/2022 8:37,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,2/28/2022 3:36,Spot,Savings Interest,ADA,0.00289277,
149547063,2/28/2022 3:44,Spot,Savings Interest,BTC,0.00000144,
149547063,2/28/2022 3:47,Spot,Savings Interest,BNB,0.00000102,
149547063,2/28/2022 8:37,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,3/1/2022 3:31,Spot,Savings Interest,ADA,0.00289277,
149547063,3/1/2022 3:34,Spot,Savings Interest,BNB,0.00000102,
149547063,3/1/2022 3:37,Spot,Savings Interest,BTC,0.00000144,
149547063,3/1/2022 8:36,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,3/2/2022 3:08,Spot,Savings Interest,ADA,0.00289277,
149547063,3/2/2022 3:19,Spot,Savings Interest,BNB,0.00000102,
149547063,3/2/2022 3:19,Spot,Savings Interest,BTC,0.00000144,
149547063,3/2/2022 8:37,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,3/3/2022 3:35,Spot,Savings Interest,ADA,0.00289277,
149547063,3/3/2022 3:44,Spot,Savings Interest,BNB,0.00000102,
149547063,3/3/2022 3:57,Spot,Savings Interest,BTC,0.00000144,
149547063,3/3/2022 8:35,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,3/4/2022 4:23,Spot,Savings Interest,BTC,0.00000144,
149547063,3/4/2022 4:24,Spot,Savings Interest,ADA,0.00289277,
149547063,3/4/2022 4:28,Spot,Savings Interest,BNB,0.00000102,
149547063,3/4/2022 8:36,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,3/5/2022 3:35,Spot,Savings Interest,ADA,0.00289277,
149547063,3/5/2022 3:44,Spot,Savings Interest,BTC,0.00000144,
149547063,3/5/2022 3:45,Spot,Savings Interest,BNB,0.00000102,
149547063,3/5/2022 8:35,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,3/6/2022 2:22,Spot,Savings Interest,BTC,0.00000144,
149547063,3/6/2022 2:23,Spot,Savings Interest,ADA,0.00289277,
149547063,3/6/2022 2:26,Spot,Savings Interest,BNB,0.00000102,
149547063,3/6/2022 8:36,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,3/7/2022 3:37,Spot,Savings Interest,ADA,0.00289277,
149547063,3/7/2022 3:46,Spot,Savings Interest,BNB,0.00000102,
149547063,3/7/2022 3:59,Spot,Savings Interest,BTC,0.00000144,
149547063,3/7/2022 8:35,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,3/8/2022 2:22,Spot,Savings Interest,BTC,0.00000144,
149547063,3/8/2022 2:23,Spot,Savings Interest,ADA,0.00289277,
149547063,3/8/2022 2:27,Spot,Savings Interest,BNB,0.00000102,
149547063,3/8/2022 8:37,Spot,ETH 2.0 Staking Rewards,BETH,1.00E-08,
149547063,3/9/2022 3:37,Spot,Savings Interest,ADA,0.00289277,
